Date,Medicine,Unit_sold,Unit_Price,Total_Sales,Discount,Store_Location,Promotion,Customer_Age_Group
2023-01-12,Loratadina,11,5.96,65.56,2.21,Oeste,False,26-35
2023-01-12,Omeprazol,19,9.75,185.25,1.98,Sur,False,60+
2023-01-13,Paracetamol,16,6.11,97.76,4.32,Este,False,18-25
2023-01-13,Ibuprofeno,18,6.74,121.32000000000001,2.41,Este,False,36-45
2023-01-13,Amoxicilina,18,3.99,71.82000000000001,1.27,Norte,False,26-35
2023-01-13,Loratadina,23,7.93,182.39,1.19,Centro,False,18-25
2023-01-13,Omeprazol,20,2.66,53.2,4.01,Oeste,False,60+
2023-01-14,Paracetamol,28,4.58,128.24,3.48,Centro,False,18-25
2023-01-14,Ibuprofeno,23,3.73,85.79,3.69,Sur,False,46-60
2023-01-14,Amoxicilina,18,2.85,51.300000000000004,3.23,Norte,False,46-60
2023-01-14,Loratadina,23,2.62,60.260000000000005,1.55,Este,False,60+
2023-01-14,Omeprazol,19,3.07,58.33,4.6,Norte,False,26-35
2023-01-15,Paracetamol,15,6.41,96.15,3.89,Norte,False,18-25
2023-01-15,Ibuprofeno,23,5.01,115.22999999999999,4.15,Centro,False,26-35
2023-01-15,Amoxicilina,14,2.29,32.06,0.38,Este,False,60+
2023-01-15,Loratadina,21,9.97,209.37,4.72,Norte,False,60+
2023-01-15,Omeprazol,21,5.6,117.6,3.36,Norte,False,26-35
2023-01-16,Paracetamol,20,5.99,119.80000000000001,1.54,Centro,False,60+
2023-01-16,Ibuprofeno,24,2.71,65.03999999999999,2.4,Oeste,False,26-35
2023-01-16,Amoxicilina,27,8.44,227.88,4.9,Norte,False,36-45
2023-01-16,Loratadina,23,2.73,62.79,2.25,Este,False,26-35
2023-01-16,Omeprazol,30,8.9,267.0,4.63,Norte,False,46-60
2023-01-17,Paracetamol,18,5.67,102.06,1.2,Sur,False,36-45
2023-01-17,Ibuprofeno,22,3.11,68.42,1.73,Sur,False,36-45
2023-01-17,Amoxicilina,15,7.34,110.1,0.2,Oeste,False,26-35
2023-01-17,Loratadina,13,3.42,44.46,2.3,Norte,False,18-25
2023-01-17,Omeprazol,23,6.03,138.69,4.0,Centro,False,36-45
2023-01-18,Paracetamol,11,9.37,103.07,4.03,Centro,False,46-60
2023-01-18,Ibuprofeno,18,3.67,66.06,3.09,Norte,False,36-45
2023-01-18,Amoxicilina,20,4.02,80.39999999999999,0.54,Norte,False,36-45
2023-01-18,Loratadina,17,3.94,66.98,0.1,Centro,False,26-35
2023-01-18,Omeprazol,16,6.28,100.48,2.37,Norte,False,60+
2023-01-19,Paracetamol,21,5.84,122.64,2.79,Centro,False,26-35
2023-01-19,Ibuprofeno,18,4.27,76.85999999999999,2.85,Sur,False,60+
2023-01-19,Amoxicilina,18,9.47,170.46,4.25,Centro,True,36-45
2023-01-19,Loratadina,27,2.15,58.05,4.59,Centro,False,36-45
2023-01-19,Omeprazol,23,8.57,197.11,2.38,Oeste,False,26-35
2023-01-20,Paracetamol,19,4.59,87.21,1.21,Centro,False,60+
2023-01-20,Ibuprofeno,28,6.05,169.4,2.97,Norte,False,60+
2023-01-20,Amoxicilina,25,2.51,62.74999999999999,3.41,Centro,False,36-45
2023-01-20,Loratadina,28,4.79,134.12,4.83,Oeste,False,18-25
2023-01-20,Omeprazol,18,3.64,65.52,3.61,Este,False,36-45
2023-01-21,Paracetamol,16,8.36,133.76,0.82,Oeste,False,26-35
2023-01-21,Ibuprofeno,17,9.26,157.42,3.41,Sur,False,18-25
2023-01-21,Amoxicilina,20,7.98,159.60000000000002,4.5,Norte,False,36-45
2023-01-21,Loratadina,19,6.34,120.46,3.65,Norte,False,60+
2023-01-21,Omeprazol,23,5.96,137.08,4.99,Centro,False,60+
2023-01-22,Paracetamol,14,8.23,115.22,3.57,Oeste,False,18-25
2023-01-22,Ibuprofeno,20,2.82,56.4,2.29,Este,False,60+
2023-01-22,Amoxicilina,20,6.32,126.4,3.86,Sur,False,36-45
2023-01-22,Loratadina,23,6.52,149.95999999999998,4.13,Norte,False,26-35
2023-01-22,Omeprazol,15,9.58,143.7,2.53,Centro,False,46-60
2023-01-23,Paracetamol,24,6.74,161.76,3.26,Centro,False,26-35
2023-01-23,Ibuprofeno,12,2.55,30.599999999999998,4.2,Sur,False,60+
2023-01-23,Amoxicilina,25,9.88,247.00000000000003,4.6,Sur,False,60+
2023-01-23,Loratadina,23,5.03,115.69000000000001,3.94,Norte,False,46-60
2023-01-23,Omeprazol,28,6.3,176.4,1.73,Norte,False,36-45
2023-01-24,Paracetamol,27,2.26,61.019999999999996,2.89,Este,False,18-25
2023-01-24,Ibuprofeno,21,4.9,102.9,0.07,Oeste,False,18-25
2023-01-24,Amoxicilina,14,9.69,135.66,0.43,Oeste,False,18-25
2023-01-24,Loratadina,19,4.48,85.12,4.0,Oeste,False,60+
2023-01-24,Omeprazol,21,5.78,121.38000000000001,3.88,Norte,False,46-60
2023-01-25,Paracetamol,20,5.85,117.0,0.51,Oeste,True,36-45
2023-01-25,Ibuprofeno,17,4.99,84.83,2.04,Este,False,60+
2023-01-25,Amoxicilina,21,5.26,110.46,0.98,Oeste,False,18-25
2023-01-25,Loratadina,15,8.4,126.0,1.19,Norte,False,36-45
2023-01-25,Omeprazol,29,9.7,281.29999999999995,2.03,Norte,True,18-25
2023-01-26,Paracetamol,21,3.66,76.86,4.46,Oeste,False,26-35
2023-01-26,Ibuprofeno,18,8.6,154.79999999999998,4.15,Oeste,False,18-25
2023-01-26,Amoxicilina,24,5.49,131.76,4.34,Sur,False,18-25
2023-01-26,Loratadina,20,5.88,117.6,3.49,Centro,False,36-45
2023-01-26,Omeprazol,23,5.37,123.51,4.11,Oeste,False,18-25
2023-01-27,Paracetamol,21,4.19,87.99000000000001,4.15,Oeste,True,60+
2023-01-27,Ibuprofeno,17,4.11,69.87,1.25,Oeste,False,26-35
2023-01-27,Amoxicilina,19,9.32,177.08,2.59,Norte,False,36-45
2023-01-27,Loratadina,13,3.47,45.11,0.34,Sur,False,46-60
2023-01-27,Omeprazol,17,7.75,131.75,2.38,Oeste,False,26-35
2023-01-28,Paracetamol,17,2.25,38.25,0.26,Sur,False,26-35
2023-01-28,Ibuprofeno,20,6.99,139.8,1.76,Centro,False,36-45
2023-01-28,Amoxicilina,19,6.79,129.01,0.39,Este,False,26-35
2023-01-28,Loratadina,17,2.82,47.94,4.81,Centro,False,18-25
2023-01-28,Omeprazol,20,3.48,69.6,3.66,Oeste,False,60+
2023-01-29,Paracetamol,25,7.54,188.5,2.45,Sur,False,60+
2023-01-29,Ibuprofeno,20,7.36,147.20000000000002,0.6,Centro,False,26-35
2023-01-29,Amoxicilina,24,5.37,128.88,0.27,Sur,False,26-35
2023-01-29,Loratadina,22,7.16,157.52,2.8,Oeste,True,60+
2023-01-29,Omeprazol,19,6.24,118.56,2.86,Centro,False,18-25
2023-01-30,Paracetamol,20,7.9,158.0,4.38,Norte,True,26-35
2023-01-30,Ibuprofeno,18,9.92,178.56,0.35,Este,True,18-25
2023-01-30,Amoxicilina,20,5.22,104.39999999999999,4.37,Centro,False,18-25
2023-01-30,Loratadina,20,4.69,93.80000000000001,0.02,Oeste,False,26-35
2023-01-30,Omeprazol,16,4.37,69.92,0.09,Centro,False,18-25
2023-01-31,Paracetamol,24,7.44,178.56,2.09,Sur,False,26-35
2023-01-31,Ibuprofeno,29,3.34,96.86,3.04,Oeste,False,36-45
2023-01-31,Amoxicilina,16,3.41,54.56,3.9,Oeste,True,18-25
2023-01-31,Loratadina,21,6.15,129.15,1.3,Sur,False,18-25
2023-01-31,Omeprazol,25,3.23,80.75,1.12,Centro,False,60+
2023-02-01,Paracetamol,26,2.73,70.98,0.65,Centro,True,26-35
2023-02-01,Ibuprofeno,25,8.9,222.5,2.75,Sur,False,46-60
2023-02-01,Amoxicilina,17,4.98,84.66000000000001,2.48,Oeste,False,60+
2023-02-01,Loratadina,26,9.16,238.16,4.53,Sur,False,26-35
2023-02-01,Omeprazol,20,6.35,127.0,1.23,Sur,False,18-25
2023-02-02,Paracetamol,13,4.67,60.71,0.95,Oeste,False,26-35
2023-02-02,Ibuprofeno,26,5.72,148.72,4.1,Oeste,False,26-35
2023-02-02,Amoxicilina,25,8.54,213.49999999999997,0.03,Oeste,False,18-25
2023-02-02,Loratadina,14,6.48,90.72,0.05,Oeste,False,36-45
2023-02-02,Omeprazol,18,8.09,145.62,4.66,Oeste,False,46-60
2023-02-03,Paracetamol,12,7.5,90.0,3.54,Centro,False,18-25
2023-02-03,Ibuprofeno,19,2.46,46.74,2.97,Este,True,36-45
2023-02-03,Amoxicilina,18,8.57,154.26,1.26,Norte,False,26-35
2023-02-03,Loratadina,19,9.98,189.62,0.82,Oeste,False,46-60
2023-02-03,Omeprazol,24,8.72,209.28000000000003,0.66,Sur,False,46-60
2023-02-04,Paracetamol,24,2.25,54.0,1.56,Norte,False,26-35
2023-02-04,Ibuprofeno,18,3.7,66.60000000000001,2.37,Este,False,18-25
2023-02-04,Amoxicilina,15,2.73,40.95,2.65,Sur,False,46-60
2023-02-04,Loratadina,28,2.26,63.279999999999994,3.98,Centro,True,18-25
2023-02-04,Omeprazol,16,6.86,109.76,1.13,Este,True,60+
2023-02-05,Paracetamol,24,4.15,99.60000000000001,2.28,Oeste,True,26-35
2023-02-05,Ibuprofeno,21,5.84,122.64,3.47,Centro,False,18-25
2023-02-05,Amoxicilina,20,2.32,46.4,1.21,Centro,False,46-60
2023-02-05,Loratadina,21,7.62,160.02,1.63,Norte,False,18-25
2023-02-05,Omeprazol,7,4.81,33.669999999999995,1.98,Norte,False,26-35
2023-02-06,Paracetamol,24,7.52,180.48,0.84,Centro,False,60+
2023-02-06,Ibuprofeno,23,7.65,175.95000000000002,1.7,Sur,False,36-45
2023-02-06,Amoxicilina,21,9.16,192.36,2.26,Sur,True,46-60
2023-02-06,Loratadina,12,7.85,94.19999999999999,1.24,Oeste,False,36-45
2023-02-06,Omeprazol,15,3.75,56.25,3.29,Sur,False,26-35
2023-02-07,Paracetamol,18,7.23,130.14000000000001,2.47,Este,False,36-45
2023-02-07,Ibuprofeno,19,3.76,71.44,4.2,Centro,False,26-35
2023-02-07,Amoxicilina,19,7.94,150.86,1.86,Este,False,26-35
2023-02-07,Loratadina,21,8.94,187.73999999999998,3.63,Este,False,26-35
2023-02-07,Omeprazol,17,8.34,141.78,1.92,Norte,False,18-25
2023-02-08,Paracetamol,15,3.05,45.75,4.86,Oeste,False,60+
2023-02-08,Ibuprofeno,13,5.5,71.5,2.96,Centro,False,18-25
2023-02-08,Amoxicilina,33,5.13,169.29,3.28,Centro,False,46-60
2023-02-08,Loratadina,19,9.76,185.44,0.37,Norte,False,46-60
2023-02-08,Omeprazol,19,8.63,163.97000000000003,3.09,Centro,False,46-60
2023-02-09,Paracetamol,21,5.03,105.63000000000001,2.67,Centro,False,46-60
2023-02-09,Ibuprofeno,26,5.57,144.82,2.7,Este,False,26-35
2023-02-09,Amoxicilina,16,2.98,47.68,3.2,Sur,False,60+
2023-02-09,Loratadina,13,2.71,35.23,3.44,Este,False,36-45
2023-02-09,Omeprazol,30,2.04,61.2,4.34,Sur,False,46-60
2023-02-10,Paracetamol,14,6.26,87.64,0.72,Norte,False,26-35
2023-02-10,Ibuprofeno,23,3.51,80.72999999999999,1.17,Norte,False,26-35
2023-02-10,Amoxicilina,24,4.99,119.76,3.98,Este,False,36-45
2023-02-10,Loratadina,25,9.53,238.24999999999997,2.89,Este,False,18-25
2023-02-10,Omeprazol,13,8.93,116.09,0.55,Norte,False,46-60
2023-02-11,Paracetamol,24,7.34,176.16,3.99,Sur,False,18-25
2023-02-11,Ibuprofeno,21,2.96,62.16,1.62,Este,False,60+
2023-02-11,Amoxicilina,21,5.04,105.84,2.73,Sur,False,26-35
2023-02-11,Loratadina,15,6.7,100.5,3.8,Centro,False,26-35
2023-02-11,Omeprazol,25,9.61,240.25,0.74,Oeste,False,46-60
2023-02-12,Paracetamol,27,6.86,185.22,4.64,Este,False,36-45
2023-02-12,Ibuprofeno,20,2.81,56.2,1.42,Sur,False,46-60
2023-02-12,Amoxicilina,17,6.31,107.27,3.58,Centro,False,26-35
2023-02-12,Loratadina,15,2.98,44.7,0.91,Oeste,False,18-25
2023-02-12,Omeprazol,20,6.54,130.8,2.75,Oeste,False,36-45
2023-02-13,Paracetamol,22,2.02,44.44,2.97,Norte,False,26-35
2023-02-13,Ibuprofeno,18,3.4,61.199999999999996,3.85,Centro,False,60+
2023-02-13,Amoxicilina,22,4.42,97.24,3.83,Norte,False,26-35
2023-02-13,Loratadina,20,3.22,64.4,0.89,Oeste,False,46-60
2023-02-13,Omeprazol,22,3.65,80.3,3.16,Centro,False,26-35
2023-02-14,Paracetamol,21,4.2,88.2,2.21,Oeste,False,18-25
2023-02-14,Ibuprofeno,18,2.13,38.339999999999996,3.02,Norte,False,60+
2023-02-14,Amoxicilina,15,2.64,39.6,1.13,Centro,False,60+
2023-02-14,Loratadina,12,6.15,73.80000000000001,1.17,Oeste,False,26-35
2023-02-14,Omeprazol,16,7.44,119.04,0.95,Norte,False,26-35
2023-02-15,Paracetamol,18,4.9,88.2,0.44,Oeste,False,18-25
2023-02-15,Ibuprofeno,19,3.36,63.839999999999996,4.11,Este,False,46-60
2023-02-15,Amoxicilina,20,9.85,197.0,0.6,Sur,False,60+
2023-02-15,Loratadina,24,7.9,189.60000000000002,3.36,Este,False,26-35
2023-02-15,Omeprazol,26,8.3,215.8,2.53,Este,False,46-60
2023-02-16,Paracetamol,17,4.43,75.31,0.44,Sur,False,18-25
2023-02-16,Ibuprofeno,19,4.44,84.36000000000001,3.0,Sur,False,46-60
2023-02-16,Amoxicilina,14,8.81,123.34,1.9,Norte,False,36-45
2023-02-16,Loratadina,17,8.32,141.44,2.01,Norte,False,36-45
2023-02-16,Omeprazol,25,4.77,119.24999999999999,4.31,Este,False,18-25
2023-02-17,Paracetamol,24,6.85,164.39999999999998,2.51,Centro,False,60+
2023-02-17,Ibuprofeno,12,4.94,59.28,0.68,Este,True,46-60
2023-02-17,Amoxicilina,19,9.73,184.87,2.53,Norte,False,60+
2023-02-17,Loratadina,21,2.14,44.940000000000005,1.93,Oeste,False,26-35
2023-02-17,Omeprazol,20,3.69,73.8,3.1,Centro,False,18-25
2023-02-18,Paracetamol,14,3.14,43.96,0.51,Este,False,46-60
2023-02-18,Ibuprofeno,25,9.97,249.25000000000003,1.53,Este,False,26-35
2023-02-18,Amoxicilina,26,3.05,79.3,0.97,Sur,False,60+
2023-02-18,Loratadina,32,5.1,163.2,0.67,Oeste,True,60+
2023-02-18,Omeprazol,14,8.08,113.12,1.08,Oeste,False,60+
2023-02-19,Paracetamol,20,9.81,196.20000000000002,2.74,Oeste,False,60+
2023-02-19,Ibuprofeno,15,5.91,88.65,3.69,Sur,False,46-60
2023-02-19,Amoxicilina,14,8.88,124.32000000000001,3.29,Centro,False,46-60
2023-02-19,Loratadina,17,2.61,44.37,1.27,Oeste,False,26-35
2023-02-19,Omeprazol,19,5.09,96.71,4.45,Oeste,False,46-60
2023-02-20,Paracetamol,22,6.1,134.2,0.42,Sur,False,36-45
2023-02-20,Ibuprofeno,23,2.57,59.11,1.48,Sur,False,36-45
2023-02-20,Amoxicilina,15,7.29,109.35,0.49,Norte,True,46-60
2023-02-20,Loratadina,24,9.19,220.56,4.88,Norte,True,46-60
2023-02-20,Omeprazol,24,6.92,166.07999999999998,2.65,Norte,False,46-60
2023-02-21,Paracetamol,21,4.34,91.14,4.06,Este,False,26-35
2023-02-21,Ibuprofeno,28,4.71,131.88,1.86,Sur,False,26-35
2023-02-21,Amoxicilina,29,6.9,200.10000000000002,0.61,Sur,False,60+
2023-02-21,Loratadina,16,4.29,68.64,2.3,Este,True,36-45
2023-02-21,Omeprazol,20,4.15,83.0,0.54,Oeste,False,36-45
2023-02-22,Paracetamol,20,9.72,194.4,1.71,Sur,False,18-25
2023-02-22,Ibuprofeno,17,6.07,103.19,3.44,Este,False,60+
2023-02-22,Amoxicilina,19,3.28,62.31999999999999,1.23,Oeste,False,46-60
2023-02-22,Loratadina,19,2.79,53.01,1.02,Norte,False,36-45
2023-02-22,Omeprazol,18,3.5,63.0,2.77,Norte,False,46-60
2023-02-23,Paracetamol,18,7.97,143.46,0.74,Sur,False,46-60
2023-02-23,Ibuprofeno,22,5.08,111.76,1.09,Norte,False,60+
2023-02-23,Amoxicilina,15,2.02,30.3,0.83,Este,False,46-60
2023-02-23,Loratadina,26,5.22,135.72,3.62,Oeste,False,46-60
2023-02-23,Omeprazol,21,6.49,136.29,4.02,Este,False,18-25
2023-02-24,Paracetamol,14,7.09,99.25999999999999,3.73,Norte,False,46-60
2023-02-24,Ibuprofeno,19,6.14,116.66,1.64,Centro,True,46-60
2023-02-24,Amoxicilina,24,2.5,60.0,3.67,Oeste,False,46-60
2023-02-24,Loratadina,15,5.97,89.55,4.96,Este,False,18-25
2023-02-24,Omeprazol,16,9.6,153.6,4.9,Sur,True,18-25
2023-02-25,Paracetamol,21,6.69,140.49,4.65,Sur,False,26-35
2023-02-25,Ibuprofeno,16,8.82,141.12,2.31,Este,False,26-35
2023-02-25,Amoxicilina,23,9.5,218.5,0.25,Norte,False,18-25
2023-02-25,Loratadina,11,2.06,22.66,0.66,Centro,False,18-25
2023-02-25,Omeprazol,12,9.65,115.80000000000001,1.41,Este,False,46-60
2023-02-26,Paracetamol,19,8.3,157.70000000000002,1.34,Centro,False,36-45
2023-02-26,Ibuprofeno,27,2.5,67.5,2.66,Centro,False,26-35
2023-02-26,Amoxicilina,21,7.86,165.06,4.41,Oeste,True,46-60
2023-02-26,Loratadina,22,8.3,182.60000000000002,4.9,Oeste,False,26-35
2023-02-26,Omeprazol,18,3.53,63.54,4.74,Este,False,18-25
2023-02-27,Paracetamol,23,2.18,50.14,0.44,Centro,False,60+
2023-02-27,Ibuprofeno,19,3.82,72.58,3.96,Centro,False,26-35
2023-02-27,Amoxicilina,25,5.88,147.0,2.31,Sur,False,46-60
2023-02-27,Loratadina,20,2.5,50.0,2.3,Sur,False,60+
2023-02-27,Omeprazol,18,3.32,59.76,2.6,Oeste,False,46-60
2023-02-28,Paracetamol,16,8.96,143.36,4.92,Norte,False,26-35
2023-02-28,Ibuprofeno,19,2.52,47.88,2.69,Este,False,46-60
2023-02-28,Amoxicilina,19,5.61,106.59,2.21,Sur,False,26-35
2023-02-28,Loratadina,18,2.75,49.5,1.38,Centro,False,26-35
2023-02-28,Omeprazol,23,3.26,74.97999999999999,1.58,Sur,False,36-45
2023-03-01,Paracetamol,16,4.22,67.52,4.47,Este,False,60+
2023-03-01,Ibuprofeno,21,5.52,115.91999999999999,4.41,Este,False,18-25
2023-03-01,Amoxicilina,22,5.34,117.47999999999999,4.41,Sur,False,36-45
2023-03-01,Loratadina,13,7.49,97.37,4.11,Norte,True,60+
2023-03-01,Omeprazol,18,9.79,176.21999999999997,4.59,Sur,False,18-25
2023-03-02,Paracetamol,25,5.77,144.25,1.79,Norte,False,46-60
2023-03-02,Ibuprofeno,15,4.68,70.19999999999999,4.13,Centro,False,46-60
2023-03-02,Amoxicilina,23,9.24,212.52,3.07,Centro,False,36-45
2023-03-02,Loratadina,16,8.75,140.0,3.7,Norte,False,46-60
2023-03-02,Omeprazol,15,7.45,111.75,4.96,Sur,False,18-25
2023-03-03,Paracetamol,18,3.72,66.96000000000001,3.82,Oeste,False,46-60
2023-03-03,Ibuprofeno,22,8.97,197.34,4.54,Sur,True,36-45
2023-03-03,Amoxicilina,19,2.89,54.910000000000004,4.32,Sur,False,36-45
2023-03-03,Loratadina,28,5.38,150.64,4.29,Sur,False,36-45
2023-03-03,Omeprazol,24,8.03,192.71999999999997,4.81,Centro,False,18-25
2023-03-04,Paracetamol,26,4.25,110.5,3.52,Oeste,True,18-25
2023-03-04,Ibuprofeno,17,3.94,66.98,1.49,Sur,False,18-25
2023-03-04,Amoxicilina,22,2.39,52.580000000000005,4.46,Oeste,False,46-60
2023-03-04,Loratadina,20,6.66,133.2,4.16,Sur,False,60+
2023-03-04,Omeprazol,27,2.75,74.25,4.15,Centro,True,46-60
2023-03-05,Paracetamol,19,9.29,176.51,1.7,Este,False,60+
2023-03-05,Ibuprofeno,21,7.05,148.04999999999998,1.19,Este,False,46-60
2023-03-05,Amoxicilina,21,5.9,123.9,2.53,Centro,True,60+
2023-03-05,Loratadina,9,5.78,52.02,1.38,Centro,False,60+
2023-03-05,Omeprazol,15,5.86,87.9,1.4,Centro,False,18-25
2023-03-06,Paracetamol,16,2.06,32.96,0.54,Norte,False,60+
2023-03-06,Ibuprofeno,20,6.58,131.6,4.66,Centro,False,18-25
2023-03-06,Amoxicilina,14,6.94,97.16000000000001,2.54,Centro,True,36-45
2023-03-06,Loratadina,19,2.36,44.839999999999996,0.83,Este,False,60+
2023-03-06,Omeprazol,21,7.71,161.91,4.12,Este,False,18-25
2023-03-07,Paracetamol,10,7.09,70.9,0.3,Este,False,26-35
2023-03-07,Ibuprofeno,24,7.32,175.68,0.46,Este,False,18-25
2023-03-07,Amoxicilina,12,2.57,30.839999999999996,4.71,Oeste,False,26-35
2023-03-07,Loratadina,21,9.1,191.1,0.69,Centro,False,46-60
2023-03-07,Omeprazol,22,3.37,74.14,2.65,Sur,False,26-35
2023-03-08,Paracetamol,19,2.09,39.709999999999994,2.43,Oeste,False,60+
2023-03-08,Ibuprofeno,21,2.98,62.58,3.65,Centro,True,60+
2023-03-08,Amoxicilina,19,7.54,143.26,1.38,Oeste,False,46-60
2023-03-08,Loratadina,18,3.81,68.58,2.9,Centro,False,36-45
2023-03-08,Omeprazol,18,6.66,119.88,3.53,Centro,False,26-35
2023-03-09,Paracetamol,19,3.33,63.27,4.45,Centro,False,36-45
2023-03-09,Ibuprofeno,22,2.2,48.400000000000006,1.7,Sur,False,18-25
2023-03-09,Amoxicilina,25,2.81,70.25,4.21,Este,False,46-60
2023-03-09,Loratadina,34,3.34,113.56,4.89,Sur,False,46-60
2023-03-09,Omeprazol,19,2.79,53.01,1.57,Oeste,False,26-35
2023-03-10,Paracetamol,17,9.2,156.39999999999998,3.01,Este,False,60+
2023-03-10,Ibuprofeno,31,4.31,133.60999999999999,1.93,Este,False,18-25
2023-03-10,Amoxicilina,20,6.43,128.6,4.17,Sur,False,26-35
2023-03-10,Loratadina,15,4.07,61.050000000000004,1.71,Este,False,36-45
2023-03-10,Omeprazol,18,6.46,116.28,0.7,Sur,False,26-35
2023-03-11,Paracetamol,26,5.91,153.66,2.85,Norte,False,60+
2023-03-11,Ibuprofeno,25,3.18,79.5,4.53,Sur,False,36-45
2023-03-11,Amoxicilina,19,4.83,91.77,3.73,Este,True,46-60
2023-03-11,Loratadina,30,5.73,171.9,0.47,Este,False,26-35
2023-03-11,Omeprazol,20,5.93,118.6,2.21,Sur,False,18-25
2023-03-12,Paracetamol,19,4.9,93.10000000000001,3.01,Este,False,36-45
2023-03-12,Ibuprofeno,19,3.6,68.4,4.47,Sur,False,36-45
2023-03-12,Amoxicilina,20,5.59,111.8,4.63,Norte,False,60+
2023-03-12,Loratadina,26,2.24,58.24000000000001,3.16,Oeste,False,26-35
